Ticker,Description,Price,Change %,Change,Volume,Market Capitalization,Relative Volume at Time,"Change 1m, %","Change 5m, %",Exchange,Pre-market Change,Open,Change from Open
TDW,Tidewater Inc.,43.7,3.97335237,1.67,614856,2032296587.9999995,1.60650311,0.09161704,-0.03431316,NYSE,-0.04,41.85,1.85
DBI,Designer Brands Inc.,10.94,-1.88340807,-0.21,1480076,696141671,1.52098427,0.09140768,0.09140768,NYSE,0.03,11.02,-0.08
AEO,"American Eagle Outfitters, Inc.",16.5,-3.16901408,-0.54,3039167,3092202873,1.5690506,0.09093665,0.06060606,NYSE,-0.24,16.85,-0.35
SNAP,Snap Inc.,11,-3.50877193,-0.4,44759901,17394766414.999996,1.3289197,0.09090909,-0.04539265,NYSE,-0.55,10.87,0.13
QFIN,"360 DigiTech, Inc.",22.13,-5.78969774,-1.36,1611887,4308976937.55816,2.17201472,0.09041591,0.06779661,NASDAQ,-0.842,22.88,-0.75
NEM,Newmont Corporation,49.85,-4.92084684,-2.58,9743874,39567876450,3.43927891,0.09031611,0.33195856,NYSE,-1.63,51,-1.15
HLF,Herbalife Nutrition Ltd.,16.62,-9.18032787,-1.68,3059585,1626822443,5.97492098,0.09030704,0.06018658,NYSE,-0.73,17.77,-1.15
GS,"Goldman Sachs Group, Inc. (The)",369.95,0.12991583,0.48,2243051,125277867937.00002,1.57998046,0.08931955,0.04328653,NYSE,-1.97,365.62,4.33
LAUR,"Laureate Education, Inc.",11.24,0.53667263,0.06,804853,1761266082,1.30132961,0.0890472,0.2676182,NASDAQ,,11.12,0.12
PERI,Perion Network Ltd,33.93,-0.20588235,-0.07,560872,1519328033.9999998,1.09678109,0.08876464,0.29550827,NASDAQ,-0.15,33.88,0.05
EDIT,"Editas Medicine, Inc.",11.26,-2.34171726,-0.27,2590189,774270972,2.21840616,0.08873114,0.08873114,NASDAQ,-0.44,11.09,0.17
FSLY,"Fastly, Inc.",11.32,-4.87394958,-0.58,3160974,1392359962,1.76429607,0.08833922,-0.08818342,NYSE,-0.45,11.37,-0.05
YOU,"Clear Secure, Inc.",34.07,0.23536334,0.08,1241260,5193267810.000001,2.42383871,0.08807986,0.05870267,NYSE,-0.25,33.15,0.92
GPRO,"GoPro, Inc.",5.69,-11.91950464,-0.77,5715263,902236610.0000002,5.6368893,0.08802817,0,NASDAQ,-0.42,6.17,-0.48
THC,Tenet Healthcare Corporation,56.95,-1.57276184,-0.91,1029092,6157615423.000001,1.0269427,0.08787346,-0.07895429,NYSE,,57.4,-0.45
HUYA,HUYA Inc.,5.71,-8.05152979,-0.5,1980520,1367485562,1.49731585,0.08764242,0.37089771,NYSE,-0.11,6.1,-0.39
RNR,RenaissanceRe Holdings Ltd.,206.11,1.31740648,2.68,347935,9007396376.000002,1.25832906,0.08736168,0.22404852,NYSE,,204.62,1.49
GT,The Goodyear Tire & Rubber Company,11.46,-1.63090129,-0.19,3706517,3241587334,1.15263218,0.08722198,0.21834061,NASDAQ,-0.28,11.4,0.06
VERU,Veru Inc.,5.76,-2.53807107,-0.15,1237830,464389208,1.15238937,0.0870322,0.0870322,NASDAQ,0.01,5.9,-0.14
VUZI,Vuzix Corporation,5.75,-1.03270224,-0.06,998619,366502970,1.99163075,0.08695652,-0.08680556,NASDAQ,-0.18,5.63,0.12
AVTR,"Avantor, Inc.",23.05,-7.35530547,-1.83,16722958,15540412468.000002,6.22709699,0.08680556,0.06509004,NYSE,-1.38,23.9,-0.85
ICLR,ICON plc,244.02,-0.53397465,-1.31,640685,19923081312.999996,2.90448574,0.08613264,0.03689583,NASDAQ,,241.82,2.2
IDYA,"IDEAYA Biosciences, Inc.",17.56,-0.28392959,-0.05,388771,844873010.9999999,1.664289,0.08549444,-0.17055145,NASDAQ,,17.56,0
COOP,Mr. Cooper Group Inc.,46.85,-1.88481675,-0.9,444125,3305957389.0000005,1.8830532,0.08543358,0.25673941,NASDAQ,-0.41,47.1,-0.25
MO,"Altria Group, Inc.",46.91,-0.12774111,-0.06,10245896,84070816741,2.19800454,0.08536065,0.16017085,NYSE,-0.04,47,-0.09
RUTH,"Ruth's Hospitality Group, Inc.",17.63,-0.39548023,-0.07,338478,585353647,1.55333998,0.08500992,0.34090909,NASDAQ,,17.54,0.09
GUSH,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,141.25,-1.22377622,-1.75,482437,,2.27363652,0.08487763,0.06364472,NYSE ARCA,0.12,143.63,-2.38
CCL,Carnival Corporation,11.8,-1.99335548,-0.24,35978398,14715807120.999998,1.55234787,0.08485363,0.08485363,NYSE,-0.28,11.79,0.01
ASB,Associated Banc-Corp,23.61,1.89900734,0.44,2251493,3549980973.0000005,2.30492295,0.08474576,-0.14796026,NYSE,,23.17,0.44
SPXS,Direxion Daily S&P 500 Bear 3X,17.72,3.0831879,0.53,37231679,,2.38793145,0.08462623,0.11286682,NYSE ARCA,0.63,17.83,-0.11
PGNY,"Progyny, Inc.",35.58,-4.04530744,-1.5,782501,3304785840,1.70614726,0.08438819,-0.02809778,NASDAQ,,36.13,-0.55
ABG,Asbury Automotive Group Inc,243.13,0.58748087,1.42,464313,5381210169.000001,1.56498215,0.08434652,0.08022875,NYSE,,237.45,5.68
PNR,Pentair plc.,59.37,-1.39511709,-0.84,2316010,9766266986,1.53529771,0.0842886,0.0842886,NYSE,,59.28,0.09
RGNX,REGENXBIO Inc.,23.75,-1.28844555,-0.31,327093,1028223772.0000002,1.11606999,0.08421053,-0.04205214,NASDAQ,-0.6,23.43,0.32
IMAB,I-MAB,5.95,-3.09446254,-0.19,396322,494438103,1.66520172,0.08410429,-0.50167224,NASDAQ,-0.18,5.89,0.06
AXP,American Express Company,178.86,3.30965171,5.73,5305060,133650035100.00002,1.33138759,0.08395366,0.1568276,NYSE,0,171.56,7.3
OSTK,"Overstock.com, Inc.",23.87,-5.05171042,-1.27,1826102,1091808051,2.53887808,0.08385744,0.20990764,NASDAQ,-0.39,24.49,-0.62
MIRM,"Mirum Pharmaceuticals, Inc.",23.95,-0.20833333,-0.05,388026,883045639.0000001,2.62453985,0.08364701,-0.37468776,NASDAQ,,23.8,0.15
TXG,"10x Genomics, Inc.",47.84,-3.78117458,-1.88,875481,5475934943,2.07617536,0.08361204,0.14641288,NASDAQ,0.97,47.39,0.45
BBY,"Best Buy Co., Inc.",90.32,-1.2032378,-1.1,1428042,19984605062.999996,0.99655239,0.08309789,0.01107174,NYSE,-1.2,90.01,0.31
ZGN,Ermenegildo Zegna N.V.,12.07,-1.22749591,-0.15,385730,2930629114,1.90509174,0.08295313,0.29093932,NYSE,,12.1,-0.03
SUMO,"Sumo Logic, Inc.",12.08,-0.57613169,-0.07,929800,1449751507,0.95550795,0.08285004,0.290577,NASDAQ,-0.14,11.84,0.24
KMT,Kennametal Inc.,30.22,-1.17724003,-0.36,603699,2435018545,1.69512587,0.08276775,0.14908067,NYSE,,30.23,-0.01
SHC,Sotera Health Company,18.15,-2.8372591,-0.53,1247731,5120359824.000001,1.57862746,0.08271299,0.19321005,NASDAQ,-0.45,18.26,-0.11
TZA,Direxion Small Cap Bear 3X Shares,24.22,2.19409283,0.52,12869237,,2.10428256,0.08264463,0.07644154,NYSE ARCA,0.81,24.52,-0.3
COF,Capital One Financial Corporation,121.44,-0.31193564,-0.38,3205720,46353472524,1.28597744,0.08240626,0,NYSE,-2.88,118.79,2.65
ASTS,"AST SpaceMobile, Inc.",6.09,3.74787053,0.22,2657652,1218063945,3.59664368,0.08230453,0.330033,NASDAQ,0.22,5.91,0.18
TMHC,Taylor Morrison Home Corporation,36.49,-2.14534728,-0.8,893823,3953568295.999999,0.92389701,0.08225939,0.28850117,NYSE,,36.15,0.34
DVN,Devon Energy Corporation,60.85,-0.16406891,-0.1,6564084,39777644744.99999,1.62258048,0.08207223,-0.00821625,NYSE,0.09,61,-0.15
WMG,Warner Music Group Corp.,37.04,-1.01549973,-0.38,695824,19070189852,1.07033969,0.08105917,0.08376341,NASDAQ,,36.81,0.23
NG,Novagold Resources Inc.,6.2,-2.97339593,-0.19,1047637,2070587442.0913465,1.58012348,0.08071025,0.56772101,NYSE ARCA,-0.06,6.32,-0.12
RJF,"Raymond James Financial, Inc.",111.87,2.79334742,3.04,1497701,24059165370,1.87842803,0.0805153,0.04918839,NYSE,0,108.53,3.34
AN,"AutoNation, Inc.",136.88,-0.72526835,-1,673079,6785463970,1.62252908,0.08040348,0.05846244,NYSE,-1.88,136.14,0.74
HOMB,"Home BancShares, Inc.",24.97,0.20064205,0.05,912133,5093161652,1.85783308,0.08012821,-0.02001201,NYSE,,24.78,0.19
GO,Grocery Outlet Holding Corp.,31.33,-1.97121402,-0.63,600636,3047750324,1.40712512,0.07985945,0.28809219,NASDAQ,-0.25,31.63,-0.3
FIBK,"First Interstate BancSystem, Inc.",37.59,1.43011333,0.53,721850,3926189365,0.65995276,0.07980846,-0.17248242,NASDAQ,,36.99,0.6
NAVI,Navient Corporation,18.92,1.28479657,0.24,982674,2565820036,1.41298803,0.07934409,0.29154519,NASDAQ,,18.57,0.35
CFLT,"Confluent, Inc.",25.36,-6.35155096,-1.72,7159692,7263149083,1.73062692,0.07898894,0.1977066,NASDAQ,-1.5,25.35,0.01
COHR,Coherent Corp.,44.47,-3.86943364,-1.79,1088283,6167545935.000001,1.52843095,0.07871359,-0.29128389,NASDAQ,-1.3214,45.08,-0.61
LEVI,Levi Strauss & Co,19.05,-0.41819132,-0.08,1941471,7509968704.999999,1.38758917,0.07867821,0.39463299,NYSE,-0.3,18.79,0.26
UNH,UnitedHealth Group Incorporated,472.02,0.25274515,1.19,5440070,441031433064,2.10215345,0.07845965,0.00423792,NYSE,8.5871,475.23,-3.21
PLAY,"Dave & Buster's Entertainment, Inc.",44.71,0.56230319,0.25,659458,2159058859.0000005,1.2389595,0.07834359,-0.11170688,NASDAQ,,43.86,0.85
MPW,"Medical Properties Trust, Inc.",12.79,-0.85271318,-0.11,12024858,7648419977,1.72462242,0.07824726,0.2744022,NYSE,-0.1,12.76,0.03
CHEF,"The Chefs' Warehouse, Inc.",38.39,-0.90345896,-0.35,436713,1469189395,0.88784417,0.07818608,-0.11705033,NASDAQ,,38.5,-0.11
PTCT,"PTC Therapeutics, Inc.",48.04,1.43581081,0.68,659514,3453213726.9999995,1.98065244,0.07815349,0.22959716,NASDAQ,,46.86,1.18
CDXS,"Codexis, Inc.",6.45,-3.73134328,-0.25,517694,423681262,1.63424127,0.07757952,0.38910506,NASDAQ,-0.1,6.55,-0.1
RVMD,"Revolution Medicines, Inc.",25.9,-5.88662791,-1.62,730366,2299681540,1.36580038,0.07727975,1.01404056,NASDAQ,,26.82,-0.92
LTHM,Livent Corporation,25.97,-2.84324729,-0.76,2106938,4658336132.999999,1.14641988,0.0770416,0.03850597,NYSE,-0.6,26.17,-0.2
MRO,Marathon Oil Corporation,26.03,-0.6109202,-0.16,10744270,16530815532,1.97077736,0.0768935,0.0192123,NYSE,0.01,26.23,-0.2
MBI,MBIA Inc.,13.01,0.15396459,0.02,382939,714152950,2.94620545,0.07686395,0,NYSE,,13.02,-0.01
BLFS,"BioLife Solutions, Inc.",26.07,3.16580926,0.8,447337,1114909378,2.22460142,0.07683442,-0.11503067,NASDAQ,,24.68,1.39
COLB,"Columbia Banking System, Inc.",32.6,-0.79123554,-0.26,1196874,2563863332,1.858824,0.07669888,-0.01532567,NASDAQ,,32.51,0.09
SNOW,Snowflake Inc.,163.29,-8.28980623,-14.76,7312943,52514062836.99999,2.42809507,0.07660957,-0.32352582,NYSE,-9.65,168,-4.71
GTN,"Gray Television, Inc.",13.24,-5.83214794,-0.82,614634,1233024754,2.1133841,0.07564297,0,NYSE,-0.28,13.83,-0.59
ETNB,"89bio, Inc.",13.24,4.2519685,0.54,1017234,616149449,2.25461574,0.07564297,0,NASDAQ,0.14,12.7,0.54
CCI,Crown Castle Inc.,145.97,-4.307067,-6.57,2616989,63212017694,3.10063166,0.07541995,0.15095375,NYSE,,150.63,-4.66
FIVE,"Five Below, Inc.",199.71,-0.52796733,-1.06,495505,11086639592,1.6511443,0.07514654,0.14538527,NASDAQ,-2.77,196.62,3.09
INVH,Invitation Homes Inc.,33.42,-1.44500147,-0.49,3031608,20433318143,1.26830278,0.0748391,0.04489002,NYSE,-0.17,33.5,-0.08
SPOT,Spotify Technology S.A.,121.17,-1.14220445,-1.4,2553256,23030758404,1.030525,0.07433102,-0.12363996,NYSE,-4.47,118.08,3.09
HCP,"HashiCorp, Inc.",33.73,-9.52253219,-3.55,3535085,6487758554,4.12454015,0.07423905,0.77751196,NASDAQ,-3.17,34.43,-0.7
ZION,Zions Bancorporation N.A.,54.41,0.22103518,0.12,912982,8140701868.000001,1.26776169,0.07356998,-0.05510654,NASDAQ,0,53.62,0.79
HAS,"Hasbro, Inc.",61.73,-2.40316206,-1.52,1186066,8525760104.000002,0.5059145,0.07295128,-0.1294289,NASDAQ,-1.35,61.87,-0.14
BDN,Brandywine Realty Trust,6.91,-2.40112994,-0.17,3429519,1185547354,2.34294724,0.0724113,0.14492754,NYSE,0,7,-0.09
GLDD,Great Lakes Dredge & Dock Corporation,6.9,-1.42857143,-0.1,600370,456572730.00000006,2.15058116,0.0724113,0.21754895,NASDAQ,0.35,6.98,-0.08
HCSG,"Healthcare Services Group, Inc.",13.98,-0.2853067,-0.04,464235,1035750170.0000002,1.40111588,0.07153076,0.03575259,NASDAQ,,13.93,0.05
CRI,"Carter's, Inc.",84.26,-1.14969498,-0.98,612225,3215495703,2.31325213,0.07125045,0.375201,NYSE,,84.17,0.09
TBT,ProShares UltraShort Lehman 20 Year Treasury,28.13,2.88953914,0.79,3787240,,2.2136847,0.07112376,0.03554924,NYSE ARCA,0.77,28.1,0.03
GWW,"W.W. Grainger, Inc.",675.81,0.03552556,0.24,465690,34148180796,1.62819497,0.07107636,0.24921009,NYSE,-8.85,672.08,3.73
TSVT,"2seventy bio, Inc.",14.13,1.0007148,0.14,723154,535762846,1.91778079,0.07077141,0.07077141,NASDAQ,,13.66,0.47
KZR,"Kezar Life Sciences, Inc.",7.1,-2.87277702,-0.21,432637,485484215,1.52567716,0.07037298,-0.28050491,NASDAQ,0,7.22,-0.12
OPCH,"Option Care Health, Inc.",28.7,-1.9138756,-0.56,664843,5220557114.999999,1.66283032,0.06973501,0.17452007,NASDAQ,,29.34,-0.64
INSM,Insmed Incorporated,21.59,-0.64427059,-0.14,963554,2924944276.0000005,2.42825001,0.0694927,0.18552876,NASDAQ,-0.07,21.62,-0.03
RCM,R1 RCM Inc.,14.4,-3.29079919,-0.49,2671836,5997755847.000001,2.74564189,0.06944444,0.10420285,NASDAQ,,14.57,-0.17
TPX,"Tempur Sealy International, Inc.",43.5,-1.69491525,-0.75,1630328,7437818320.999999,1.26813933,0.06901311,0,NYSE,-0.65,43.58,-0.08
STGW,Stagwell Inc.,7.35,0.2728513,0.02,552335,2170018009,2.80204873,0.06807352,-0.27137042,NASDAQ,,7.29,0.06
WYNN,"Wynn Resorts, Limited",102.96,0,0,2166104,11666767226,1.72625192,0.0680206,0.03885759,NASDAQ,-0.96,101.71,1.25
FBIN,"Fortune Brands Innovations, Inc.",66.23,-1.37006701,-0.92,1076971,8478777440.000001,1.9383572,0.06798097,0.13605442,NYSE,,66.5,-0.27
PETS,"PetMed Express, Inc.",22.07,-0.67506751,-0.15,335729,465140203.99999994,1.91187052,0.06795017,0.22686025,NASDAQ,0.03,22.05,0.02
NSC,Norfolk Southern Corporation,252.12,-1.06733637,-2.72,1048124,57502624892,1.49193185,0.06747103,0.09925361,NYSE,-6.07,252.62,-0.5
EXP,Eagle Materials Inc,148.64,-1.6671077,-2.52,292641,5358809806.000001,2.18607076,0.06729022,0.00672495,NYSE,-1.66,149.62,-0.98
IART,Integra LifeSciences Holdings Corporation,59.61,-1.45478592,-0.88,373124,4978517902,1.38522207,0.06717045,-0.10058676,NASDAQ,,59.92,-0.31
AXNX,"Axonics, Inc.",59.67,-3.66483694,-2.27,679912,2955453343,3.75990205,0.06708033,-0.08372405,NASDAQ,-1.18,61.56,-1.89
LESL,"Leslie's, Inc.",14.98,-10.40669856,-1.74,6068868,2751233400,4.4646274,0.06680027,0.5706613,NASDAQ,-0.77,16.09,-1.11
KIM,Kimco Realty Corporation (HC),22.53,-2.34070221,-0.54,4645404,13934435517,1.90345858,0.06659267,-0.02217787,NYSE,,22.75,-0.22
LSTR,"Landstar System, Inc.",180.74,-1.53628241,-2.82,368965,6493132821.999999,1.50199588,0.06641944,0.04426982,NASDAQ,,182.59,-1.85
CIM,Chimera Investment Corporation,7.54,-1.4379085,-0.11,1779601,1747427781,1.54366421,0.066357,0.39946738,NYSE,0,7.61,-0.07
HP,"Helmerich & Payne, Inc.",45.35,-1.43447077,-0.66,1546070,4738533015.000001,1.64765728,0.06619594,0.25422792,NYSE,,46.33,-0.98
TOL,"Toll Brothers, Inc.",60.74,-1.58781594,-0.98,1140646,6725558006.000001,1.32097527,0.06590872,0.24760647,NYSE,-0.55,61.18,-0.44
SYM,Symbotic Inc.,15.2,-1.61812298,-0.25,327015,2081577417.0000005,1.4411161,0.06587615,0,NASDAQ,0.46,15.45,-0.25
COGT,"Cogent Biosciences, Inc.",15.17,-2.12903226,-0.33,528579,1060283494.0000002,2.20344751,0.06587615,0.2640264,NASDAQ,-0.06,15.31,-0.14
SABR,Sabre Corporation,7.66,2.54350736,0.19,8865849,2515246788,3.56399097,0.06527415,-1.414791,NASDAQ,-0.19,7.28,0.38
CNM,"Core & Main, Inc.",23,0.0870322,0.02,835813,5655659692.999999,3.10898208,0.06525995,-0.04345937,NYSE,0,22.73,0.27
PVH,PVH Corp.,92.06,-0.31402274,-0.29,551058,5833969777,1.16406544,0.06521739,0.01086366,NYSE,,90.64,1.42
ADNT,Adient plc,46.18,-0.73086844,-0.34,976348,4380549594,1.57754247,0.06496319,0.16256638,NYSE,,45.51,0.67
MCS,Marcus Corporation (The),15.56,-0.1283697,-0.02,297854,479204516.00000006,1.50467202,0.06430868,0.1931745,NYSE,-0.18,15.48,0.08
AMPS,"Altus Power, Inc.",7.86,-4.49574727,-0.37,469480,1248988634.0000002,1.30082463,0.06365372,0,NYSE,,8.09,-0.23
FTAI,FTAI Aviation Ltd.,23.62,3.23426573,0.74,502492,2354069204,2.06204664,0.06354586,0.08474576,NASDAQ,,22.62,1
POOL,Pool Corporation,403.57,-4.40580809,-18.6,780660,15759657877,3.52809202,0.06321348,0.06445375,NASDAQ,-9.43,413.1,-9.53
EVA,Enviva Inc.,47.68,3.29289428,1.52,406888,3192943429,1.1332977,0.06295908,-0.02096876,NYSE,,46.19,1.49
PPC,Pilgrim's Pride Corporation,24.12,-2.89855072,-0.72,731393,5703641169.999999,1.61116595,0.06222775,-0.20686802,NASDAQ,,24.86,-0.74
SSB,SouthState Corporation,82.01,0.12208522,0.1,411854,6207792136,1.37960254,0.06097561,0.03047851,NASDAQ,,81.37,0.64
XME,SPDR S&P Metals & Mining ETF,57.93,-0.94049248,-0.55,4462522,,3.31569863,0.06046994,0.09505703,NYSE ARCA,-0.3,57.98,-0.05
HUN,Huntsman Corporation,33.1,-0.45112782,-0.15,1107771,6358491727,1.35050043,0.06045949,0.12099214,NYSE,,32.87,0.23
DUOL,"Duolingo, Inc.",99.89,-5.1377018,-5.41,1309222,4012554889.999999,6.15517052,0.06011422,1.46296861,NASDAQ,-7.45,98.06,1.83
GOGO,Gogo Inc.,16.66,-4.25287356,-0.74,952137,2120322446,2.79065856,0.06006006,0.12019231,NASDAQ,,17.2,-0.54
SLG,SL Green Realty Corp,41.83,-4.86695474,-2.14,1333686,2803200915,1.33398207,0.05980146,0.11967449,NYSE,-0.08,43.08,-1.25
MODG,Topgolf Callaway Brands Corp.,25.44,-1.31885182,-0.34,1798108,4702526803,1.85488413,0.05895068,0.27569909,NYSE,-0.28,25.44,0
LNW,"Light & Wonder, Inc.",67.93,1.37292941,0.92,523464,6363246589,4.184635,0.05888415,-0.02941609,NASDAQ,-2.36,66.07,1.86
CHRS,"Coherus BioSciences, Inc.",8.49,-5.24553571,-0.47,749384,660334683,1.495166,0.05885815,0,NASDAQ,-0.09,8.77,-0.28
MRK,"Merck & Company, Inc.",102.94,-0.5026097,-0.52,11210818,260993670028.00003,2.54520522,0.05832604,0.02915452,NYSE,-0.94,103.22,-0.28
HUBB,Hubbell Inc,241.23,1.82777543,4.33,479168,12955457050,0.88959423,0.05805997,0.16398547,NYSE,,236.32,4.91
WWD,"Woodward, Inc.",103.84,-2.57997936,-2.75,265843,6205867391,0.64199143,0.05780347,0.13681315,NASDAQ,,105.79,-1.95
LYFT,"Lyft, Inc.",17.38,-0.96866097,-0.17,12202248,6273046744,1.95993245,0.05757052,0.25959042,NASDAQ,-0.64,16.91,0.47
LUNG,Pulmonx Corporation,8.81,-3.18681319,-0.29,591982,329575057,2.59721978,0.05665722,0.45506257,NASDAQ,,8.78,0.03
FTNT,"Fortinet, Inc.",53,-1.56931934,-0.845,5467718,41405509216,1.59576169,0.05662514,-0.21647059,NASDAQ,-1.045,52.87,0.13
FROG,JFrog Ltd.,26.64,-3.40826686,-0.94,1205297,2671715198,1.78884891,0.05631688,0.33885542,NASDAQ,,26.68,-0.04
TRU,TransUnion,71.66,-4.97281528,-3.75,2175270,13808882487.000002,3.36456043,0.05584252,-0.01395089,NYSE,,73.34,-1.68
FREY,FREYR Battery,9,-4.76190476,-0.45,2267414,1257347076,1.39783195,0.05561735,-0.27716186,NYSE,-0.17,9.25,-0.25
AUPH,Aurinia Pharmaceuticals Inc,9.05,-2.89699571,-0.27,2217388,1286092909,1.83355969,0.05521811,0.66666667,NASDAQ,-0.09,9.25,-0.2
UMBF,UMB Financial Corporation,91.16,-0.13146363,-0.12,331456,4404149942,2.54431661,0.05487872,-0.06577505,NASDAQ,,90.81,0.35
ALKS,Alkermes plc,27.35,-0.9775525,-0.27,908116,4493943182,1.54425158,0.05485464,0.10976948,NASDAQ,,27.51,-0.16
ARWR,"Arrowhead Pharmaceuticals, Inc.",36.74,-0.72953256,-0.27,615348,3920404173.999999,1.54760513,0.05443658,0.02721088,NASDAQ,,36.36,0.38
BTU,Peabody Energy Corporation,27.76,-2.32230823,-0.66,3344764,3994663863.999999,2.05972857,0.0540638,0.12623986,NYSE,0.08,28.55,-0.79
OVV,Ovintiv Inc. (DE),46.39,-1.00298762,-0.47,3583947,11516876554.000002,2.87496131,0.05391998,0.06471096,NYSE,-0.16,46.63,-0.24
GOGL,Golden Ocean Group Limited,9.28,-1.90274841,-0.18,1975482,1864218501,1.83905495,0.05387931,0.17261841,NASDAQ,-0.2,9.29,-0.01
WFRD,Weatherford International plc,56.14,1.33574007,0.74,709954,3963969151,1.93197409,0.05340929,0.25867452,NASDAQ,,55.63,0.51
NXGN,"NextGen Healthcare, Inc.",18.9,-1.0989011,-0.21,402544,1247807327,1.46259624,0.05291005,-0.07926024,NASDAQ,,19.04,-0.14
TARK,AXS 2X Innovation ETF,76.13,-6.97702835,-5.71,837704,,3.33342409,0.05265236,-0.19695378,NASDAQ,-6.84,74.12,2.01
DOCS,"Doximity, Inc.",38.11,-3.90821987,-1.55,1656802,7298477729,1.55289727,0.05252101,-0.10487677,NYSE,-0.68,38.73,-0.62
STAR,iStar Inc.,9.54,-1.0373444,-0.1,787335,827092639,2.07173984,0.05238345,0.47343503,NYSE,0.01,9.46,0.08
RBLX,Roblox Corporation,38.54,-4.79249012,-1.94,14357266,23155442283.999996,2.47951688,0.05188067,0.42963156,NYSE,-2.23,38.32,0.22
ADPT,Adaptive Biotechnologies Corporation,9.85,0,0,992223,1408669843,2.06163011,0.05073567,0.1523616,NASDAQ,-0.35,9.49,0.36
PBF,PBF Energy Inc.,39.6,-0.9009009,-0.36,2225170,5522619589.000001,1.93000252,0.05051781,0.1517067,NYSE,,40.29,-0.69
JEF,Jefferies Financial Group Inc.,39.63,-0.52710843,-0.21,847402,8962803427.000002,1.6778821,0.05047956,0.1010101,NYSE,,39.19,0.44
MTB,M&T Bank Corporation,159.02,1.92283041,3,2265850,27451192916.000004,3.3469029,0.0503493,0.08499386,NYSE,0,155.47,3.55
NVRO,Nevro Corp.,39.79,1.92110656,0.75,859846,1409763235.9999998,2.6274994,0.05027652,0.01256439,NYSE,,38.38,1.41
ELF,"e.l.f. Beauty, Inc.",69.74,3.64095705,2.45,1825807,3716772574.000001,2.47966318,0.05018281,0.21542439,NYSE,0.6195,67.25,2.49
FND,"Floor & Decor Holdings, Inc.",99.79,-0.48863183,-0.49,2177235,10589477634,2.18375208,0.05012029,-0.180018,NYSE,,96.52,3.27
MYGN,"Myriad Genetics, Inc.",19.96,-3.94610202,-0.82,603039,1617434843,2.37622613,0.05007511,0.17548258,NASDAQ,-0.56,20.25,-0.29
KMPR,Kemper Corporation,61,7.75481364,4.39,922166,3896993507,4.07479262,0.0492126,0.14778325,NYSE,,57.77,3.23
BIDU,"Baidu, Inc.",143.06,-5.43988367,-8.23,3523344,52190419075.45415,1.1848955,0.04894078,0.07524875,NASDAQ,-3.18,148,-4.94
IONS,"Ionis Pharmaceuticals, Inc.",40.92,-0.67961165,-0.28,593532,5812699601,2.02665061,0.0488878,0.14680695,NASDAQ,,41.05,-0.13
VCEL,Vericel Corporation,31.06,-0.89342693,-0.28,388739,1466745986,2.6988187,0.04831696,-0.608,NASDAQ,,30.63,0.43
DHR,Danaher Corporation,269.85,-0.30663514,-0.83,1676759,196440741067,1.15715415,0.04819634,0.01853156,NYSE,-1.99,268.76,1.09
ROG,Rogers Corporation,146.99,2.24680022,3.23,415919,2765157240,2.88054005,0.04767418,0.14998636,NYSE,,141.72,5.27
SNX,TD SYNNEX Corporation,104.95,-0.07616871,-0.08,448135,10006449580,1.4374393,0.04766444,-0.07616871,NYSE,,104.7,0.25
APA,APA Corporation,42.04,-0.75542965,-0.32,5467914,13516356799,2.20632097,0.04759638,-0.01189202,NASDAQ,0.17,42.58,-0.54
PAXS,PIMCO Access Income Fund,15.59,-0.57397959,-0.09,298245,,1.81021656,0.04748887,0,NYSE,,15.63,-0.04
OSW,OneSpaWorld Holdings Limited,10.62,0.56818182,0.06,646633,982089830,3.43074957,0.04712535,0.04712535,NASDAQ,-0.06,10.51,0.11
MAT,"Mattel, Inc.",21.23,-0.46882325,-0.1,3417266,7523944102.999999,1.53756545,0.04712535,0.21241444,NASDAQ,,21.11,0.12
SOFI,"SoFi Technologies, Inc.",7.46,-3.36787565,-0.26,55989111,6922419705.000001,1.23416842,0.04690746,-0.26720107,NASDAQ,-0.32,7.4,0.06
BG,Bunge Limited Bunge Limited,98.08,-0.63823321,-0.63,1159883,14692399539,2.53288872,0.04590197,0.06631638,NYSE,,98.86,-0.78
NBIX,"Neurocrine Biosciences, Inc.",110.03,1.87962963,2.03,1153267,10577667011,2.95180057,0.04543802,0.06817252,NASDAQ,1.15,109.3,0.73
RLAY,"Relay Therapeutics, Inc.",22.07,-3.03163445,-0.69,721507,2668150350,1.00611652,0.04528986,0.13599275,NASDAQ,0.1,22.61,-0.54
SBCF,Seacoast Banking Corporation of Florida,33.36,0.12004802,0.04,916865,2480255165,1.17387537,0.04495729,-0.10474338,NASDAQ,-0.32,33.26,0.1
FCFS,"FirstCash Holdings, Inc.",89.57,-1.62548051,-1.48,303573,4148709126,2.61449207,0.04466778,0.08378484,NASDAQ,-0.8,90.26,-0.69
EWBC,"East West Bancorp, Inc.",78.47,-0.54499366,-0.43,996837,11060077027,1.70314856,0.04461725,0.03824092,NASDAQ,,78.06,0.41
FLWS,"1-800-FLOWERS.COM, Inc.",11.235,-14.36737805,-1.885,1307380,726124160,3.21707622,0.0445236,0.62695925,NASDAQ,0.04,13.29,-2.055
